Timestamp,Plant_ID,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,days_since_last_watering,watering_sma_3
2024-10-17 04:54:53.473520,7,-1.2738421001571034,1.393289956340563,-0.324084138205431,0.26389202316147814,-1.0135422529344882,-1.098775988852585,1.63096073399973,-1.4559447263088192,1.3190138593167153,-0.26631369786974096,-0.5064054767925489,0.17752686880748655,0.1749223970161763
2024-10-30 10:54:53.439542,3,-0.2013062538980524,1.2996958124734919,-1.562798213438786,-0.9969229909462318,-0.806095303386615,-1.2316018271526656,1.6605975484143547,-0.4947544701474425,0.24640181419464136,-1.5785568674435901,0.4839677184669735,-1.4578131701045252,-1.4112172749335907
2024-10-19 04:54:53.426551,2,0.6528061218928053,0.08908984881947886,0.512689092333059,1.5511065355979807,-0.31080963844186393,0.6892232113850467,0.20652670777216997,1.6027922252448645,1.432030410211111,0.1760746659983121,-1.1714089865921549,-0.05609313675137227,-0.06299855377628912
2024-10-27 16:54:53.486512,9,0.8243854459313777,-1.1359237421210016,-0.5630205217070429,-0.5440947283361942,-1.6637349862304995,0.7477979992021188,-0.49013431855507167,0.6284203769529616,0.3952815396817778,-0.8972837837715438,1.6308482259932704,-1.107383161766237,-1.0939893405436414
2024-10-17 22:54:53.458530,5,-0.22936153925040373,-1.1962116989389184,-1.6244783187300713,1.15559032533878,-1.635931800010718,-1.5394542258114796,0.995532681200361,0.9594510387303573,-0.7863580864395887,0.8948181201494232,-0.19483082494248685,0.060716866028057134,0.05596192161994359
2024-10-15 22:54:53.480516,8,1.537421395767476,-1.3331239539749808,-0.5338345213106175,-0.5439586922576269,-1.2715032028751192,1.3466705340181708,-0.7909027651082973,1.5735667447156778,-1.261498646890938,0.2877002112727184,-0.86370188131024,0.29433687158691596,0.293882872412409
2024-10-13 04:54:53.407995,1,-1.3601721608246164,-0.3329620462182034,0.6384475266095956,1.384150278971514,-0.14467802680386618,-0.11025957934463665,1.4322868093976802,-0.859118688866687,1.132628371050675,0.4872218871001054,0.1888609008522023,0.6447668799252042,0.6507642986011071
2024-10-06 04:54:53.407995,1,0.748480694499879,-3.6114308531790353e-05,-1.3098813293551916,0.40445410654435504,0.674580918662819,-0.41911863013174977,0.7710087060437822,0.5293990635706899,1.2053450740206633,1.6688763149597141,1.5306895407724597,1.46243689938121,1.483487626374736
2024-10-28 04:54:53.493508,10,-1.5380936528189921,-0.5394076854326363,-1.2459384659865467,-0.9218761334305989,1.366909612754353,-0.9992872722701351,-1.4593442653598871,-1.5640081659848417,-1.2625920606599668,-1.2506545221309104,1.3208378532190619,-1.107383161766237,-1.1336428323423835
2024-10-04 22:54:53.426551,2,-0.8906171654985656,-0.5715939440964773,-0.4374994764251318,0.4945353740390735,0.9763481739272715,0.7090149485641973,1.5021162228897709,1.389136667570791,0.07666909335046286,-1.3957931122936542,-1.4856637025262978,1.5792469021606395,1.6024481017709686
2024-10-04 04:54:53.493508,10,0.25860107922914066,1.5074918624431919,-1.5239736165208781,-0.3396341902325619,-0.628704440458733,-1.1122967600835332,-1.4367526359415483,-1.288455635315922,-0.37112581972863556,0.9009573653267896,-1.593175189990117,1.6960569049400689,1.7214085771672014
2024-11-01 16:54:53.426551,2,-0.39451451163099044,-1.1180103827159646,-0.9869406031589136,-1.1692223349812487,-1.5949764190779214,-0.9718963849367085,-1.5532425138856885,0.678236312820074,1.6709920945416397,-1.1200852441576188,1.461128134972896,-1.691433175663384,-1.688791717524805
2024-10-31 22:54:53.486512,9,1.0426118139340188,-0.9124502983410873,0.860800965585837,-0.7927232633561454,0.5159622078754453,0.15541730027497197,1.447368861509082,-1.139169419829574,-1.3610348623321353,1.4727244720525035,-1.5055438757962258,-1.5746231728839546,-1.6094847339273142
2024-10-20 16:54:53.449536,4,-1.5294664746048117,-1.7290948225279843,-0.6514284059053898,-0.14855757722350726,0.9787943980646879,0.5445701731749315,1.0237640533474037,-0.9674481517650624,-1.0968075763869805,-0.6389211872455076,1.0071688689146208,-0.2897131423102311,-0.26126601277001255
